Job_Title,Job_Description,CompanyName,CompanyLocation,CompanyType,CompanySize,PostedDate,JobType,LocationType,JobLink,_recordedDate (-06:00 GMT),User Language,Job_Title - Topics,Job_Title - Parent Topics,CompanyType - Topics,CompanyType - Parent Topics,CompanyLocation - Topics,CompanyLocation - Parent Topics,PostedDate - Topics,PostedDate - Parent Topics,LocationType - Topics,LocationType - Parent Topics,JobType - Topics,JobType - Parent Topics,CompanySize - Topics,CompanySize - Parent Topics,JobLink - Topics,JobLink - Parent Topics,CompanyName - Topics,CompanyName - Parent Topics,Job_Description - Topics,Job_Description - Parent Topics,CompanyName - Topic Hierarchy Level 1,LocationType - Topic Hierarchy Level 1,CompanyType - Topic Hierarchy Level 1,CompanySize - Topic Hierarchy Level 1,Job_Description - Topic Hierarchy Level 1,JobLink - Topic Hierarchy Level 1,JobType - Topic Hierarchy Level 1,Job_Title - Topic Hierarchy Level 1,CompanyLocation - Topic Hierarchy Level 1,PostedDate - Topic Hierarchy Level 1
Blockchain Developer/Web3 Fullstack_Eng,"About the job
Job Overview
• LTS (Lotus Technology Service) is an outsourcing company, established in 2017, We are specialized in Web development, Mobile Phone development, and AI Development, our main clients are from Japan and US. 

• We are now looking for good candidates for the vacancies below as followings. 

• Website: https://ltsgroup.tech/.


Responsibilities

• Implement a secure crypto payment system that allows users to pay rent or make deposits using cryptocurrencies. 

• Use smart contracts to automate payment processes, ensuring transparency and reducing the risk of disputes. 

• Enable support for multiple cryptocurrencies, providing users with flexibility in payment options. 

• Optimize gas fees, transaction speeds, and contract security. 

• Collaborate with backend and frontend teams for seamless integration.


Qualifications

• 4+ years of blockchain development experience. 

• Strong in Solidity, Ethereum, Polygon, and BSC. 

• Knowledge of Rust or Golang is a plus. 

• Deep understanding of blockchain security best practices.


Benefits
• Attractive salary Up to 55M. Performance based award.
• Young and dynamic working environment.
• Chance to experience the sales process in an IT company.
• Chance of learning in the professional environment.
• Chance of working directly with clients and improving skills.
• Salary review 2 times/year or on an excellent performance
• The company’s labor policy is completely under Vietnamese labor legislation plus other benefits offered by the company (Company trip, Holiday, etc.)",LTS Group,"Hanoi Capital Region, Hanoi, Vietnam",Information Technology & Services,201-500 employees,09/25/2025,Full-time,On-site,https://www.linkedin.com/jobs/view/4304879392/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Y8OBlT%2Fu%2FZaS6HgdbBYD%2BA%3D%3D&trackingId=zSvIfAKxD4WquP83Y1bksA%3D%3D&trk=d_flagship3_search_srp_jobs,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
UI/UX Designer - Blockchain Technologies,"About the job

UI/UX Designer – Blockchain Technologies

Polrare Labs is looking for a UI/UX Designer to work on blockchain game projects. You will design interfaces and user experiences for end-users, ensuring a clean, minimalist, and elegant style with smooth UX.

Responsibilities:

Design user interfaces (UI) and user experiences (UX) for blockchain game products aimed at end-users.

Research and analyze user experience to design the best possible flows.

Create game UI from two perspectives:

Develop a consistent art style for all game UI elements (menus, buttons, HUD, pop-ups, etc.) aligned with the project’s direction.

Support UI design and player-oriented layout, collaborating with PM and Game Designer throughout the product development process.

Produce high-quality assets that meet format and deadline requirements.

Organize and manage all game UI assets to support project teams and workflows.

Requirements:

Minimum of 1 year of experience as a UI/UX Designer.

Experience designing Web3 interfaces with a European style (clean, minimalist, elegant, smooth UX).

Proficient with design tools such as Figma, Adobe XD, Sketch.

Understanding of human-centered design processes.

Ability to ensure quality work independently.

Basic English reading comprehension.

Ability to work under high pressure.

Benefits & Other Information:

Competitive salary (negotiable based on ability).

13th-month salary, holiday bonuses.

Dynamic working environment with opportunities for personal growth.

12 paid leave days/year.

Social insurance and health insurance.

Regular team building activities and annual company trips.

Working hours: Monday – Friday, 08:00 AM – 05:30 PM

Application: Send CV to hcns@polrare.co
 with subject: Full Name_Position Applied.",Polrare Labs,"Hanoi Capital Region, Hanoi, Vietnam",Software Development,11-50 employees,09/24/2025,Full-time,On-site,https://www.linkedin.com/jobs/view/4304352685/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Y8OBlT%2Fu%2FZaS6HgdbBYD%2BA%3D%3D&trackingId=Qd8gwV4LiZRJfJXbuOUThw%3D%3D&trk=d_flagship3_search_srp_jobs,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Senior Blockchain Developer,"About the Job
Since 2015, as Roof Stacks, we have been carrying out innovative projects. In our areas of expertise—Tourism Systems, Extended Reality (AR/VR), Blockchain Technologies, Game Development, and Financial Technology—we aim to become a global player.

We focus on making a difference with the technologies we develop and on shaping the future. In addition to our headquarters in Istanbul/Ataşehir, we have branches in Antalya and Elazığ, Turkey. Furthermore, by opening a new office in Austin, USA—a city that hosts technology giants from all around the world—we strengthened our position in the global market.

We are looking for a Senior Test Engineer (Blockchain) to join our growing team. The Test Specialist, who will be responsible for the quality assurance of a crypto custody product project to be carried out in a major public bank, ensures that the platform is put into operation flawlessly and securely, with a particular focus on test automation. This role aims to confirm that transaction security and compliance requirements are met by developing and implementing the test strategies necessary for critical financial transactions to be carried out smoothly.

Key Responsibilities:

Establishing and managing the overall test strategy of the project; preparing a comprehensive test plan covering functional, regression, integration, and performance tests.

Designing and executing test scenarios with an automation-focused approach: developing automated test scripts for the application’s interface (web/mobile) and API layers, running them regularly, and analyzing the results.

Effectively using test automation tools and frameworks (Selenium WebDriver, JUnit/TestNG, Cucumber, Appium, etc.) and integrating them into continuous integration processes; ensuring automated tests run and provide feedback with every new release.

Performing performance and load tests (with JMeter, LoadRunner, or similar tools) and measuring system behavior under high transaction volumes; identifying performance limits and offering improvement suggestions for detected bottlenecks.

Having knowledge of security testing and creating test scenarios to detect basic security vulnerabilities (e.g., against OWASP Top 10 vulnerabilities); working in coordination with cybersecurity teams when necessary.

Creating and managing test data; working with anonymized test data that protects the confidentiality of real customer data.

Reporting and tracking bugs effectively; using tracking tools such as Jira to manage the lifecycle of defects and coordinating the resolution process with developer teams.

Working closely with business units to support the User Acceptance Testing (UAT) process; planning UAT, assisting in the creation of user test scenarios, and evaluating results.

Preparing regular reports on test processes and results; presenting quality metrics transparently to senior management and project stakeholders.

Providing mentorship within the team on test automation, guiding junior test specialists when necessary; embracing a culture of continuous improvement by evaluating new test tools and methods.

Required Qualifications:

Bachelor’s degree in Computer Engineering, Software Engineering, or related fields.

At least 5 years of experience in software testing and quality processes, with deep knowledge and practical experience especially in test automation.

Experience with test automation tools and frameworks such as Selenium, Appium, RestAssured, Cypress; capable of performing web and mobile test automation.

Proficiency in programming and scripting languages (preferably Java, Python, or JavaScript) and experience developing test scripts using these languages.

Competence in API testing, integration testing, and data validation; effective use of tools such as Postman, SoapUI.

Experience integrating test automation into CI/CD environments; having worked with Jenkins, GitLab CI, or similar tools.

Ability to use version control systems (e.g., Git) and experience in managing test code.

Detail-oriented, systematic, and meticulous working style; analytical ability to test complex scenarios.

Team-oriented, able to establish effective communication with different roles (developer, analyst, product owner) and build a shared understanding of quality.

Willingness to learn new test tools and technologies, adopting a continuous improvement approach.

Preferred Experience:

Having performed test automation in banking or financial sector projects, especially in areas such as payment systems, internet banking, or similar.

Experience in the test processes of blockchain or cryptocurrency projects, or familiarity with the working principles of these technologies.

Specialized in load and stress testing, having created and analyzed complex scenarios with tools like JMeter.

Holding certifications in testing/quality such as ISTQB Advanced Level or Agile Tester.

Experience in test data management and test environment virtualization (e.g., service virtualization, containerized test environments).",RoofStacks,"Istanbul,Turkey",Software Development,201-500 employees,09/24/2025,Full-time,On-site,https://www.linkedin.com/jobs/view/4305537130/?alternateChannel=search&refId=GE9lsQhgPos6ZwilJ4kVNg%3D%3D&trackingId=B9BN2NnL3YpvUDpLwP5JqQ%3D%3D&trk=d_flagship3_company,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Full Stack Engineer (Web3 / Blockchain / Payments),"About the job
Disclaimer:

This role is perfect for candidates who are excited about the fast-paced, dynamic environment of a high-growth, early-stage start-up. If you thrive on innovation and are ready to make a significant impact from day one, we’d love to hear from you!


About Radom

Radom is at the forefront of crypto payments and financial infrastructure, delivering innovative solutions that empower businesses worldwide. As we rapidly expand our operations, we're looking for a skilled Full Stack Engineer with expertise in Rust and TypeScript/React to help build and maintain robust, scalable systems that bridge our back-end and front-end platforms.


Your Role

As a Full Stack Engineer at Radom, you'll collaborate closely with our CTO and the engineering team to design, develop, and optimize both our back-end services and front-end user interfaces. Your responsibilities will include:


End-to-End Development: Architect and build core services in Rust, including payment flows, crypto custody solutions, invoicing systems, open banking integrations, and settlement processes, while also developing modern, responsive web applications using TypeScript and React.
API & Integration: Design and implement RESTful APIs and other communication protocols to seamlessly connect our back-end systems with front-end applications and external partners.
Performance Optimization: Write clean, efficient, and optimized Rust code to ensure our platform remains fast, reliable, and scalable, while also optimizing front-end performance for an exceptional user experience.
Data Management: Develop secure and scalable systems for data handling, reporting, and analytics, ensuring data integrity and compliance.
Cross-Functional Collaboration: Work closely with both back-end and front-end teams to troubleshoot issues, enhance system functionality, and deliver a cohesive product that meets both technical and user experience standards.


What We’re Looking For

Blockchain/Web3 Development: A deep understanding of blockchain technologies, how to interact with blockchain RPCs, and a passion for crypto/stablecoins - very important!
Front-End Proficiency: Solid skills in TypeScript and React, with the ability to craft intuitive, user-friendly interfaces that integrate seamlessly with back-end services.
API Development: Demonstrated ability to design and implement scalable, secure APIs that support diverse client and partner use cases.
Database Knowledge: Experience with modern data storage solutions such as PostgreSQL, Redis, or similar technologies.
Security-Minded: A strong commitment to best practices in security, ensuring the protection of financial and user data across the platform.
Collaborative Spirit: Ability to thrive in a collaborative, agile environment, working across teams to deliver high-quality, innovative solutions.
Rust Expertise (advantageous): Proven experience in building production-ready back-end systems in Rust, with a strong grasp of its ecosystem, performance tuning, and concurrency models.


Why Join Radom?

Impactful Work: Be part of an agile team that is revolutionizing the crypto payment industry.
Ownership & Growth: Design and own key full stack systems on a cutting-edge financial platform, with direct exposure to leadership and strategic decision-making.
Hybrid Environment: Enjoy a flexible work setup, with the option to work alongside a talented fast-paced team in our office in central Warsaw.
Competitive Rewards: Benefit from competitive compensation, including stock options that give you a real stake in our success.


Join us at Radom and help shape the future of crypto payments and financial infrastructure by building innovative, end-to-end solutions that empower businesses around the globe!",Radom,"Warsaw, Mazowieckie, Poland",Financial Services,11-50 employees,09/24/2025,Full-time,Hybrid,https://www.linkedin.com/jobs/view/4305590213/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=f9jRrvaQvnH10ZSqMzspQA%3D%3D&trackingId=vO8zMNY6JpBxX1rOObxD5g%3D%3D&trk=d_flagship3_search_srp_jobs,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Blockchain Developer,"About the job
About SavhFresh:
SavhFresh is on a mission to eliminate the $1 trillion food waste crisis by bringing radical transparency to the global supply chain. We're building an AI-powered blockchain platform that turns provenance data into a verifiable asset, allowing farmers to prove their quality and get paid what they deserve. We're pre-seed, backed by visionary angels, and building the foundational team to redefine an industry.


The Role:
Design, develop, and audit smart contracts (Solidity) for anchoring supply chain data and generating verifiable provenance reports.
Architect our blockchain strategy, selecting and implementing the optimal L2/L1 (e.g., Polygon, Arbitrum, Ethereum) for scalability and cost-efficiency.
Build the backend services (Node.js/Typescript) that interact with our smart contracts, handling data hashing, wallet management, and transaction signing.
Develop our public verification system, allowing anyone to scan a QR code and instantly verify the authenticity and journey of their food.
Collaborate directly with our full-stack and data engineers to seamlessly integrate the blockchain layer into our user-facing application.
Establish our Web3 development practices, including testing frameworks, deployment pipelines, and security protocols.
Who You Are:


You have 2+ years of professional experience writing and deploying production-grade smart contracts in Solidity.
You have a deep understanding of the EVM, gas optimization, and smart contract security best practices. (Experience with audits is a plus).
You are proficient in Web3 libraries (ethers.js, web3.js) and have integrated blockchain functionality into full-stack applications.
You are passionate about building scalable systems and understand the trade-offs between different blockchain architectures.
You are a builder, a problem-solver, and thrive in zero-to-one environments. You don't wait for tickets; you identify what needs to be built and you build it.
A strong plus if you have experience with verifiable credentials, zk-proofs, or other advanced cryptographic concepts relevant to supply chain.
Why Join Us?


Foundational Impact: You will write the first lines of code for our core trust layer. Your work will be the bedrock of everything we build.
Massive Problem: We're tackling a real, global problem that affects everyone on the planet. Your code will have a tangible, positive impact.
Significant Equity: As a foundational team member, you will receive a generous equity package, aligning your success with the company's success.
Expert Team: Work alongside passionate, experienced founders and engineers who are leaders in their fields.
Ready to Build Trust from the Ground Up?
If you're excited to move beyond DeFi speculation and use blockchain to solve a critical real-world problem, we want to hear from you.

About",SavhFresh,"Istanbul, Turkey",Food and Beverage Manufacturing,2-10 employees,09/28/2025,Contract,On-site,https://www.linkedin.com/jobs/view/4305085456/?alternateChannel=search&refId=GE9lsQhgPos6ZwilJ4kVNg%3D%3D&trackingId=AKUx1DnSroCL3mq5K%2BOxSQ%3D%3D&trk=d_flagship3_search_srp_jobs,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Business Development Executive (Crypto/Blockchain Projects),"About the job

About Us

Bitcoin Builders is a group of long-time builders in crypto focusing on building crypto infrastructure, crypto protocols, and decentralized applications. If you are interested in working on advanced blockchain technology and developing your Growth Marketing career then get in touch with us today!

The Job

We are looking for a talented Business Development Executive (Crypto/Blockchain Special Projects).

Responsibilities

 Execute growth strategies to drive user acquisition, engagement, and retention for our crypto products
 Identify, evaluate, and pursue strategic partnership opportunities
 Make compelling sales pitches, handle objections, and close deals with potential partners
 Create compelling and engaging marketing content that resonates with target audiences
 Stay up-to-date with the latest trends and developments in the crypto/blockchain space

Requirements

 At least 1 year of experience in Business Development/Partnerships/Blockchain (Crypto/Blockchain Projects)
 A proven track record of contributing to strong crypto brands and thriving communities
 Fluent in English, both writing and speaking
 Familiar with a fast-paced crypto environment

Why you’ll love working here

 Competitive salary package and attractive project token bonus
 Flexible working time and open, dynamic environment with stunning colleagues
 Healthy lunches and free flow of fresh milk, coffee, tea, and more while working in our fabulous office
 Unlimited sick leave, official holidays, and at least 12 paid days off annually.
 Full medical and dental coverage for you and 50% for your family
 MacBook Pro, monitor, standing desk, and any accessories provided to do your best work
 Free access to a wide variety of online courses


Desired Skills and Experience
Blockchain, Business Development, Cryptocurrency, Business Strategy",Bitcoin,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Utilities,"10,001+ employees",09/15/2025,Full-time,On-site,https://www.linkedin.com/jobs/view/4297459432/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Y8OBlT%2Fu%2FZaS6HgdbBYD%2BA%3D%3D&trackingId=pfNho49dOS%2F3o52TAv6Leg%3D%3D&trk=d_flagship3_search_srp_jobs,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Senior Blockchain Developer,"About the job – Senior Blockchain Developer

If you want to work in an agile and pragmatic way, care about creating innovative products based on functional and useful solutions, and also want to be part of a team that not only experiments with AI but treats it as an everyday work tool, then Pragmatic Coders might be a great place for you.

Joining Pragmatic Coders:

You’ll not only be using AI daily but also developing your skills in this area.

We believe AI is not a passing trend but a real change in how software is created.

We consciously use tools like Cursor, Copilot, and Aider—not only to speed up development but also as partners in code analysis, refactoring, and solving design problems.

We experiment, learn, and share experiences, and we’re looking for people who see the potential of AI, are curious about its possibilities, and want to grow with us.

What you’ll be doing:

Building applications and choosing the right technologies for them.

Making technical decisions, guiding the business and team on what’s essential and what can be skipped.

Supporting the creation and development of a solid backlog.

Working closely with UX/UI designers, the Product Owner, clients, and their teams to deliver useful, functional solutions.

Communicating clearly with different groups (not just technically).

Having freedom to choose tools and solutions, with direct responsibility for the project and its success.

Learning new technologies and tools, conducting technical interviews, joining sales workshops with clients, and more.

Ensuring code quality through Clean Code, code review, Continuous Delivery, and Continuous Integration.

Working in a supportive environment where you can give and receive constructive feedback.

Requirements:

Strong knowledge of Solidity, Hardhat, and TypeScript.

Knowledge of DeFi.

Understanding of blockchain technologies and cryptography (e.g., how EVM-based chains work, best practices for writing smart contracts, security risks, differences between L1 and L2).

Experience writing high-quality code (with tests).

Polish and English at B2+ level.

Responsibility for your work, projects, and their success.

Ability to identify risks/problems early in projects and effectively resolve them.

Active collaboration with clients and teams, using your expertise to support constructive dialogue and solution selection.

Actively seeking opportunities for growth within or outside projects.

Nice to have: Knowledge of Zero-Knowledge Rollups, Docker, and computer networks (especially distributed systems).

Interest in the practical use of AI in programming (bonus points if you’re actively developing in this area).

What you can expect at the company:

Growth: Knowledge sharing across projects and developers, training budget, and tech lead support for your career path.

AI focus: Daily use of Cursor, Copilot, and Aider, exploring smarter and faster ways to develop software.

Challenging work & quality: Partner-level collaboration with clients, influence over technologies and solutions.

Team players: Collaboration, knowledge exchange, and mutual support are part of everyday life.

We care about real skills and approach to tasks. Interested? Reach out to us to learn more!",Pragmatic Coders,"Krakow, Lesser Poland Voivodeship, Poland",Software Development,51-200 employees,06/01/2025,Full-time,On-site,https://www.linkedin.com/jobs/view/4256620184/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=%2BcHUyrt9n3aKv6fWFfivOQ%3D%3D&trackingId=UGPgTCMY9Qzs50QD8Tr%2BRQ%3D%3D&trk=d_flagship3_search_srp_jobs,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
"Senior Playwright QC (EN, Blockchain plus)","About the job
Role Description

This is a full-time, on-site role for a Senior Playwright QC (EN, Blockchain plus) based in the Hanoi and HCM city. The Senior Playwright QC will be responsible for automation scripts, can livecode in interview, blockchain experience is plus. The role demands active collaboration with the creative team to develop compelling and innovative productions.


Qualifications

Playwriting, Plays, and Scriptwriting skills
Excellent teamwork, collaborative and communication skills in English
Ability to incorporate modern technology, including Blockchain testing",GEM Corporation,"Hanoi Capital Region, Hanoi, Vietnam",IT Services and IT Consulting,201-500 employees,09/28/2025,Full-time,On-site,https://www.linkedin.com/jobs/view/4306326875/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Y8OBlT%2Fu%2FZaS6HgdbBYD%2BA%3D%3D&trackingId=ewYHbp7kKqG%2Fi2NN44Bwug%3D%3D&trk=d_flagship3_search_srp_jobs,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Senior Blockchain & OPS Engineer,"About the job
We are looking for a Senior Engineer to help us, architect, build, test, and deploy BandChain, the core infrastructure of Band Protocol. You will be leading the development of BandChain with a team of 3-4 mid and junior level engineers and QA. This position requires that you wear multiple hats - including hands-on coding, mentoring developers, and designing automated testing and deployment architecture. Best candidates both excel in large-scale software designs and possess a deep understanding of system-level programming. This is a unique opportunity to build and deliver products at the forefront of blockchain technology.

Responsibilities

 Drive the development specification of BandChain and its supporting tools.

 Lead daily scrum meetings and responsible for the on-time delivery of the products.

Review code extensively and keep the engineers accountable for the quality, accuracy, and

maintainability of the code.

 Advocate, educate, and enforce on the use of engineering best practices (unit testing, source control, continuous integration, etc.).

 Communicates clearly in a timely manner in both verbal and written communication with other Software Engineers, Leaders, and Executives.

 Be a steward and influencer of our engineering-focused culture.

Qualifications

 4+ years of experience in system-level or backend development.

 Proficiency in one of Golang, Rust, or C++.

 Strong understanding of UNIX-based operating systems and

automation tools.

 Excellent written and verbal communication in English.

 Strong interpersonal skills with excellent time management.

Perks And Benefits

 Competitive salary

 Office at the heart of beautiful city of Bangkok

 Convenient transportation via BTS Phrom Phong

 Health Insurance

 Free dinners and snacks

 Monthly fun activities and annual company retreats

 Opportunity to earn bonus in Band tokens",Band Protocol,"Bangkok, Bangkok City, Thailand",Software Development,2-10 employees,09/29/2024 (1 year ago),Full-time,On-site,https://www.linkedin.com/jobs/view/3852464761/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=B2JbTtJrVJl6GouhIBDGCQ%3D%3D&trackingId=UJbo9NoypTIlzlMuFBynGg%3D%3D&trk=d_flagship3_search_srp_jobs,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Leader Frontend (Blockchain),"About the job
Salary: Upto 5000 USD
Job Description

Take responsibility for defining and developing the Frontend architecture for a blockchain ecosystem.
Manage a team of 3–7 Frontend Developers, including task allocation, code reviews, and mentoring junior and mid-level members.
Collaborate with Business Analysts, Designers, Backend, and Smart Contract teams to ensure efficient product implementation.
Integrate Web3 (wallet connect, RPC, transaction lifecycle) into products.
Propose, select, and implement new Frontend technologies (React, Next.js, micro-frontend, SSR/SSG).
Ensure optimal performance, security, and a user-friendly, consistent UI/UX across the entire ecosystem.
Requirements

Minimum of 5 years of Frontend development experience, including at least 2 years in a Senior role.
Proficiency in React, Next.js, TypeScript, and Redux/Zustand.
Experience integrating Web3.js/Ethers.js, wallet connect, and cross-chain bridge UI.
Knowledge of SEO, performance optimization, and frontend security.
Proven experience managing Frontend teams or large-scale blockchain/DApp projects.
Strong leadership skills, effective communication, and a high sense of ownership.",freeC Consulting,"Hanoi, Hanoi, Vietnam",IT Services and IT Consulting,51-200 employees,09/23/2025,Full-time,On-site,https://www.linkedin.com/jobs/view/4304013141/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Y8OBlT%2Fu%2FZaS6HgdbBYD%2BA%3D%3D&trackingId=nibCl0KzGgodCQ7XvMwi%2BA%3D%3D&trk=d_flagship3_search_srp_jobs,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Full-Stack Developer (Blockchain/AI),"About the job
Position: Fullstack Developer

Location: 152 Vo Van Kiet, Nguyen Thai Binh Ward, District 1, HCMC 

Working hours: Monday – Friday
 + Morning: 8:00 AM – 12:00 PM
 + Afternoon: 1:00 PM – 5:00 PM
Job Type: Full-time 



Department: Technology


About the Role

We are looking for an experienced and hands-on Full Stack Developer to drive the development of our web and mobile applications while leading a team of skilled developers in the Blockchain and AI industry. This role requires deep expertise in both frontend and backend technologies, strong problem-solving skills, and the ability to mentor and guide team members.
Key Responsibilities

Architect, develop, and maintain robust, scalable, and secure web applications.
Collaborate with product owner, UX/UI designers, and other stakeholders to define project goals and technical requirements.
Optimize application performance, security, and reliability through continuous improvements.
Implement and maintain CI/CD pipelines to streamline deployment and integration processes.
Stay updated with the latest industry trends, tools, and frameworks to enhance the development process.
Conduct code reviews and provide technical guidance to ensure code quality and maintainability.
Manage and troubleshoot technical issues, ensuring seamless user experience and system stability.
Requirements

Technical Skills:
Frontend: Proficiency in React.js, Next.js, Redux, Tailwind CSS, and Ant Design (Antd), with expertise in JavaScript and TypeScript.
Backend: Extensive experience with NestJS (a Node.js framework) for building scalable backend applications.
Database: Strong knowledge of SQL databases (PostgreSQL, MySQL) and NoSQL databases (MongoDB, Firebase).
Cloud & DevOps: Hands-on experience with AWS, Azure, or Google Cloud, along with Docker, Kubernetes, and CI/CD pipelines.
API Development: Proficiency in building and managing RESTful and GraphQL APIs.
Testing & Security: Strong understanding of unit testing, integration testing (Jest, Mocha, Cypress), and application security best practices.
Preferred Qualifications
3+ years of experience in fullstack development
Hands-on experience with microservices architecture and serverless computing.
Contributions to open-source projects or a strong portfolio of personal projects.
Familiarity with DevOps practices, Terraform, and monitoring tools like Prometheus, Grafana.
Nice to Have
Experience with DeFi, NFTs, or Web3 integration.
Understanding of blockchain consensus algorithms and cryptography.
Previous work on AI-powered blockchain products.


What We Offer

Competitive salary and performance-based incentives.
Opportunity to work with cutting-edge blockchain and AI technologies.
A collaborative, innovative, and growth-driven environment.
Flexible working hours and potential for remote work.


Contact:

Please send your CV to:
Mail: tranminhtuan4645@gmail.com
Zalo: 039 981 4645 (Mr Tuan)",TINI GROUP,"Ho Chi Minh City, Vietnam",Investment Management,51-200 employees,09/22/2025,Full-time,On-site,https://www.linkedin.com/jobs/view/4301116110/?alternateChannel=search&refId=Y8OBlT%2Fu%2FZaS6HgdbBYD%2BA%3D%3D&trackingId=UznsAa1Gy257YFi2PgIfrg%3D%3D&trk=d_flagship3_search_srp_jobs,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
